date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:11	1340/1340	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jul%202024%2021:53:12%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=48,h=48,fit=crop/m6LJqljD6JhEKg1q/holly-perfil-mjE98Xx1kKTg3KK5.jpeg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=48,h=48,fit=crop/m6LJqljD6JhEKg1q/holly-perfil-mjE98Xx1kKTg3KK5.jpg	(from https://hollyrudgi.com.br/)
20:50:11	1179/1179	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jul%202024%2021:53:12%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=45,h=44,fit=crop/m6LJqljD6JhEKg1q/holly-perfil-mjE98Xx1kKTg3KK5.jpeg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=45,h=44,fit=crop/m6LJqljD6JhEKg1q/holly-perfil-mjE98Xx1kKTg3KK5.jpg	(from https://hollyrudgi.com.br/)
20:50:12	1511/1511	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:16%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=43,h=43,fit=crop/m6LJqljD6JhEKg1q/edybrow-m7VKq1bBN9hR6oBY.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=43,h=43,fit=crop/m6LJqljD6JhEKg1q/edybrow-m7VKq1bBN9hR6oBY.jpg	(from https://hollyrudgi.com.br/)
20:50:12	1524/1524	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:16%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=47,h=46,fit=crop/m6LJqljD6JhEKg1q/edybrow-m7VKq1bBN9hR6oBY.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=47,h=46,fit=crop/m6LJqljD6JhEKg1q/edybrow-m7VKq1bBN9hR6oBY.jpg	(from https://hollyrudgi.com.br/)
20:50:12	193/193	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=24,h=14,fit=crop,trim=52.11764705882353;0;52.11764705882353;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=24,h=14,fit=crop,trim=52.11764705882353;0;52.11764705882353;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:13	226/226	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=19,h=10,fit=crop,trim=68.15384615384616;0;68.15384615384616;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=19,h=10,fit=crop,trim=68.15384615384616;0;68.15384615384616;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:13	259/259	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=17,h=10,fit=crop,trim=36.916666666666664;0;36.916666666666664;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=17,h=10,fit=crop,trim=36.916666666666664;0;36.916666666666664;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:14	331/331	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=18,h=12,fit=crop,trim=0;0;0;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=18,h=12,fit=crop,trim=0;0;0;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:14	1419/1419	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:17%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=43,h=43,fit=crop/m6LJqljD6JhEKg1q/luna-tica-Yan9OkJ39RuX6RZa.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=43,h=43,fit=crop/m6LJqljD6JhEKg1q/luna-tica-Yan9OkJ39RuX6RZa.jpg	(from https://hollyrudgi.com.br/)
20:50:14	1313/1313	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:17%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=47,h=46,fit=crop/m6LJqljD6JhEKg1q/luna-tica-Yan9OkJ39RuX6RZa.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=47,h=46,fit=crop/m6LJqljD6JhEKg1q/luna-tica-Yan9OkJ39RuX6RZa.jpg	(from https://hollyrudgi.com.br/)
20:50:15	376/376	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=26,h=16,fit=crop,trim=24.61111111111111;0;24.61111111111111;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=26,h=16,fit=crop,trim=24.61111111111111;0;24.61111111111111;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:15	253/253	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=19,h=12,fit=crop,trim=34.07692307692308;0;34.07692307692308;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=19,h=12,fit=crop,trim=34.07692307692308;0;34.07692307692308;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:15	2630/2630	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:16%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=52,h=52,fit=crop/m6LJqljD6JhEKg1q/brisandocomrudgi-m5Kbp3neynSGvwRJ.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=52,h=52,fit=crop/m6LJqljD6JhEKg1q/brisandocomrudgi-m5Kbp3neynSGvwRJ.jpg	(from https://hollyrudgi.com.br/)
20:50:16	2324/2324	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:16%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/brisandocomrudgi-m5Kbp3neynSGvwRJ.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/brisandocomrudgi-m5Kbp3neynSGvwRJ.jpg	(from https://hollyrudgi.com.br/)
20:50:16	2910/2910	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:17%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=52,h=52,fit=crop/m6LJqljD6JhEKg1q/brisandohouse-YX4bWrxGPwi60joq.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=52,h=52,fit=crop/m6LJqljD6JhEKg1q/brisandohouse-YX4bWrxGPwi60joq.jpg	(from https://hollyrudgi.com.br/)
20:50:16	2576/2576	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:17%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/brisandohouse-YX4bWrxGPwi60joq.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/brisandohouse-YX4bWrxGPwi60joq.jpg	(from https://hollyrudgi.com.br/)
20:50:17	924/924	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:18%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=38,h=38,fit=crop/m6LJqljD6JhEKg1q/rudgishorts-dJo4EXb8kJseXgZr.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=38,h=38,fit=crop/m6LJqljD6JhEKg1q/rudgishorts-dJo4EXb8kJseXgZr.jpg	(from https://hollyrudgi.com.br/)
20:50:17	1263/1263	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:18%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/rudgishorts-dJo4EXb8kJseXgZr.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/rudgishorts-dJo4EXb8kJseXgZr.jpg	(from https://hollyrudgi.com.br/)
20:50:17	1003/1003	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:18%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=38,h=38,fit=crop/m6LJqljD6JhEKg1q/ruyshorts-A854qBVkKEFrMnw8.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=38,h=38,fit=crop/m6LJqljD6JhEKg1q/ruyshorts-A854qBVkKEFrMnw8.jpg	(from https://hollyrudgi.com.br/)
20:50:17	1335/1335	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2002:22:18%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/ruyshorts-A854qBVkKEFrMnw8.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=49,h=48,fit=crop/m6LJqljD6JhEKg1q/ruyshorts-A854qBVkKEFrMnw8.jpg	(from https://hollyrudgi.com.br/)
20:50:18	303/303	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=19,h=11,fit=crop,trim=34.07692307692308;0;34.07692307692308;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=19,h=11,fit=crop,trim=34.07692307692308;0;34.07692307692308;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:18	360/360	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=24,h=15,fit=crop,trim=26.058823529411764;0;26.058823529411764;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=24,h=15,fit=crop,trim=26.058823529411764;0;26.058823529411764;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:19	274/274	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2021:08:04%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=22,h=14,fit=crop,trim=29.53333333333333;0;29.53333333333333;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=22,h=14,fit=crop,trim=29.53333333333333;0;29.53333333333333;0/m6LJqljD6JhEKg1q/youtube_logo-YNqr9aP0nwfaN2Zb.png	(from https://hollyrudgi.com.br/)
20:50:20	46707/46707	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jul%202024%2001:52:13%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=606,h=360,fit=crop/m6LJqljD6JhEKg1q/hollyrudgi-sign-AVLbPz93bzskEVG1.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=606,h=360,fit=crop/m6LJqljD6JhEKg1q/hollyrudgi-sign-AVLbPz93bzskEVG1.jpg	(from https://hollyrudgi.com.br/sobre)
20:50:20	19243/19243	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jul%202024%2001:52:13%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=264,fit=crop/m6LJqljD6JhEKg1q/hollyrudgi-sign-AVLbPz93bzskEVG1.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=264,fit=crop/m6LJqljD6JhEKg1q/hollyrudgi-sign-AVLbPz93bzskEVG1.jpg	(from https://hollyrudgi.com.br/sobre)
20:50:21	33366/33366	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jul%202024%2020:14:14%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=606,h=360,fit=crop/m6LJqljD6JhEKg1q/whatsapp-image-2024-07-20-at-17.11.16-1-mk392owZPGszVpag.jpeg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=606,h=360,fit=crop/m6LJqljD6JhEKg1q/whatsapp-image-2024-07-20-at-17.11.16-1-mk392owZPGszVpag.jpg	(from https://hollyrudgi.com.br/sobre)
20:50:21	14489/14489	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jul%202024%2020:14:14%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=264,fit=crop/m6LJqljD6JhEKg1q/whatsapp-image-2024-07-20-at-17.11.16-1-mk392owZPGszVpag.jpeg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=264,fit=crop/m6LJqljD6JhEKg1q/whatsapp-image-2024-07-20-at-17.11.16-1-mk392owZPGszVpag.jpg	(from https://hollyrudgi.com.br/sobre)
20:50:21	256/256	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Jul%202024%2000:23:17%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=26,h=31,fit=crop/m6LJqljD6JhEKg1q/vecteezy_red-circle-png-red-dot-icon_16314339-Y4LJoNkJ8vcJ3rLJ.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=26,h=31,fit=crop/m6LJqljD6JhEKg1q/vecteezy_red-circle-png-red-dot-icon_16314339-Y4LJoNkJ8vcJ3rLJ.png	(from https://hollyrudgi.com.br/sobre)
20:50:22	230/230	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Jul%202024%2000:23:17%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=25,h=24,fit=crop/m6LJqljD6JhEKg1q/vecteezy_red-circle-png-red-dot-icon_16314339-Y4LJoNkJ8vcJ3rLJ.png	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=25,h=24,fit=crop/m6LJqljD6JhEKg1q/vecteezy_red-circle-png-red-dot-icon_16314339-Y4LJoNkJ8vcJ3rLJ.png	(from https://hollyrudgi.com.br/sobre)
20:50:23	39228/39228	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jul%202024%2020:14:14%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=612,h=440,fit=crop/m6LJqljD6JhEKg1q/whatsapp-image-2024-07-20-at-17.11.16-1-mk392owZPGszVpag.jpeg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=612,h=440,fit=crop/m6LJqljD6JhEKg1q/whatsapp-image-2024-07-20-at-17.11.16-1-mk392owZPGszVpag.jpg	(from https://hollyrudgi.com.br/servicos)
20:50:23	16010/16010	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2011:51:06%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=194,h=276,fit=crop/m6LJqljD6JhEKg1q/img_8706-YNqrDz3RqNulqBE4.JPG	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=194,h=276,fit=crop/m6LJqljD6JhEKg1q/img_8706-YNqrDz3RqNulqBE4.jpg	(from https://hollyrudgi.com.br/servicos)
20:50:23	9479/9479	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2011:51:06%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=158,h=144,fit=crop/m6LJqljD6JhEKg1q/img_8706-YNqrDz3RqNulqBE4.JPG	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=158,h=144,fit=crop/m6LJqljD6JhEKg1q/img_8706-YNqrDz3RqNulqBE4.jpg	(from https://hollyrudgi.com.br/servicos)
20:50:24	16464/16464	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2011:48:44%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=194,h=276,fit=crop/m6LJqljD6JhEKg1q/snapinsta.app_333733709_3521374688186089_8936275257172714952_n_1080-Yyv7yexQgOhjqgxz.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=194,h=276,fit=crop/m6LJqljD6JhEKg1q/snapinsta.app_333733709_3521374688186089_8936275257172714952_n_1080-Yyv7yexQgOhjqgxz.jpg	(from https://hollyrudgi.com.br/servicos)
20:50:24	7686/7686	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2011:48:44%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=158,h=144,fit=crop/m6LJqljD6JhEKg1q/snapinsta.app_333733709_3521374688186089_8936275257172714952_n_1080-Yyv7yexQgOhjqgxz.jpg	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=158,h=144,fit=crop/m6LJqljD6JhEKg1q/snapinsta.app_333733709_3521374688186089_8936275257172714952_n_1080-Yyv7yexQgOhjqgxz.jpg	(from https://hollyrudgi.com.br/servicos)
20:50:25	15352/15352	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jul%202024%2011:49:59%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=194,h=276,fit=crop/m6LJqljD6JhEKg1q/369e0c82-e34b-4abe-bf25-3c41cc33afed-YBg4EDGqMVC0ngjZ.JPG	C:/Users/CMB/Desktop/novo%20site/site%20holly%20rudgi/assets.zyrosite.com/cdn-cgi/image/format=auto,w=194,h=276,fit=crop/m6LJqljD6JhEKg1q/369e0c82-e34b-4abe-bf25-3c41cc33afed-YBg4EDGqMVC0ngjZ.jpg	(from https://hollyrudgi.com.br/servicos)
